"train/epoch","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - _step","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - _step__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - _step__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - train/loss","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - train/loss__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_ - train/loss__MAX","roberta-base_S3&A_0_r4_drop0.1_+0_ - _step","roberta-base_S3&A_0_r4_drop0.1_+0_ - _step__MIN","roberta-base_S3&A_0_r4_drop0.1_+0_ - _step__MAX","roberta-base_S3&A_0_r4_drop0.1_+0_ - train/loss","roberta-base_S3&A_0_r4_drop0.1_+0_ - train/loss__MIN","roberta-base_S3&A_0_r4_drop0.1_+0_ - train/loss__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - _step","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - _step__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - _step__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - train/loss","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - train/loss__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.75 - train/loss__MAX","roberta-base_A&Q_0_r4_drop0.1_+0_ - _step","roberta-base_A&Q_0_r4_drop0.1_+0_ - _step__MIN","roberta-base_A&Q_0_r4_drop0.1_+0_ - _step__MAX","roberta-base_A&Q_0_r4_drop0.1_+0_ - train/loss","roberta-base_A&Q_0_r4_drop0.1_+0_ - train/loss__MIN","roberta-base_A&Q_0_r4_drop0.1_+0_ - train/loss__MAX","roberta-base_A&Q_3_r4_drop0.1_+3_ - _step","roberta-base_A&Q_3_r4_drop0.1_+3_ - _step__MIN","roberta-base_A&Q_3_r4_drop0.1_+3_ - _step__MAX","roberta-base_A&Q_3_r4_drop0.1_+3_ - train/loss","roberta-base_A&Q_3_r4_drop0.1_+3_ - train/loss__MIN","roberta-base_A&Q_3_r4_drop0.1_+3_ - train/loss__MAX","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - _step","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - _step__MIN","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - _step__MAX","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - train/loss","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - train/loss__MIN","google/gemma-2b_A&Q_0_r4_drop0.1_+0_ - train/loss__MAX","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step__MIN","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step__MAX","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss__MIN","google/gemma-2b_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - _step","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - _step__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - _step__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - train/loss","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - train/loss__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.5 - train/loss__MAX","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - _step","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - _step__MIN","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - _step__MAX","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - train/loss","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - train/loss__MIN","distilbert-base-uncased_A&Q_0_r4_drop0.1_+0_ - train/loss__MAX","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step__MIN","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - _step__MAX","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss__MIN","distilbert-base-uncased_S3&A&Q_0_r4_drop0.1_+0_size1.0 - train/loss__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - _step","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - _step__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - _step__MAX","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - train/loss","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - train/loss__MIN","roberta-base_S3&A&Q_0_r4_drop0.1_+0_size0.25 - train/loss__MAX"
"14.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","0.1236","0.1236","0.1236","107","107","107","0.0879","0.0879","0.0879","","","","","","","","","","","","","","","","","","","","","","","",""
"14.25","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","0.2108","0.2108","0.2108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","0.3769","0.3769","0.3769"
"14.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","0.1264","0.1264","0.1264","108","108","108","0.1541","0.1541","0.1541","","","","","","","","","","","","","","","","","","","","","","","",""
"14.5","49","49","49","0.3029","0.3029","0.3029","49","49","49","0.3026","0.3026","0.3026","","","","","","","49","49","49","0.3007","0.3007","0.3007","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","0.2777","0.2777","0.2777","49","49","49","0.2852","0.2852","0.2852","","","","","",""
"14.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","109","109","0.1063","0.1063","0.1063","109","109","109","0.0984","0.0984","0.0984","","","","","","","","","","","","","","","","","","","","","","","",""
"14.54","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","0.2497","0.2497","0.2497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","110","110","0.1784","0.1784","0.1784","110","110","110","0.1202","0.1202","0.1202","","","","","","","","","","","","","","","","","","","","","","","",""
"14.71","","","","","","","","","","","","","27","27","27","0.2924","0.2924","0.2924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","111","111","0.159","0.159","0.159","111","111","111","0.1043","0.1043","0.1043","","","","","","","","","","","","","","","","","","","","","","","",""
"14.83","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","0.2361","0.2361","0.2361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14.91","50","50","50","0.3145","0.3145","0.3145","50","50","50","0.3278","0.3278","0.3278","","","","","","","50","50","50","0.3005","0.3005","0.3005","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","0.2942","0.2942","0.2942","50","50","50","0.2851","0.2851","0.2851","","","","","",""
"14.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","112","112","0.1502","0.1502","0.1502","112","112","112","0.1475","0.1475","0.1475","","","","","","","","","","","","","","","","","","","","","","","",""
"15.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","114","114","0.1099","0.1099","0.1099","114","114","114","0.0589","0.0589","0.0589","","","","","","","","","","","","","","","","","","","","","","","",""
"15.13","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","0.2317","0.2317","0.2317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","115","115","0.1049","0.1049","0.1049","115","115","115","0.0848","0.0848","0.0848","","","","","","","","","","","","","","","","","","","","","","","",""
"15.31","52","52","52","0.2965","0.2965","0.2965","52","52","52","0.2887","0.2887","0.2887","","","","","","","52","52","52","0.2996","0.2996","0.2996","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","0.2698","0.2698","0.2698","52","52","52","0.2899","0.2899","0.2899","","","","","",""
"15.42","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","0.2273","0.2273","0.2273","116","116","116","0.1067","0.1067","0.1067","116","116","116","0.1117","0.1117","0.1117","","","","","","","","","","","","","","","","","","","","","","","",""
"15.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","117","117","0.1145","0.1145","0.1145","117","117","117","0.096","0.096","0.096","","","","","","","","","","","","","","","","","","","","","","","",""
"15.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","0.3222","0.3222","0.3222","","","","","","","","","","","","","","","","","",""
"15.71","53","53","53","0.2912","0.2912","0.2912","53","53","53","0.3113","0.3113","0.3113","","","","","","","53","53","53","0.2967","0.2967","0.2967","68","68","68","0.2392","0.2392","0.2392","","","","","","","","","","","","","","","","","","","53","53","53","0.2751","0.2751","0.2751","53","53","53","0.2706","0.2706","0.2706","","","","","",""
"15.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","118","118","0.0982","0.0982","0.0982","118","118","118","0.1119","0.1119","0.1119","","","","","","","","","","","","","","","","","","","","","","","",""
"15.76","","","","","","","","","","","","","29","29","29","0.2933","0.2933","0.2933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","119","119","0.1341","0.1341","0.1341","119","119","119","0.0798","0.0798","0.0798","","","","","","","","","","","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","0.223","0.223","0.223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","121","121","0.1644","0.1644","0.1644","121","121","121","0.13","0.13","0.13","","","","","","","","","","","","","","","","","","","","","","","",""
"16.12","55","55","55","0.3006","0.3006","0.3006","55","55","55","0.3271","0.3271","0.3271","","","","","","","55","55","55","0.2937","0.2937","0.2937","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","0.2889","0.2889","0.2889","55","55","55","0.2857","0.2857","0.2857","","","","","",""
"16.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","122","122","0.0767","0.0767","0.0767","122","122","122","0.0496","0.0496","0.0496","","","","","","","","","","","","","","","","","","","","","","","",""
"16.29","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","0.2176","0.2176","0.2176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","123","123","0.0948","0.0948","0.0948","123","123","123","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","",""
"16.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","124","124","0.1147","0.1147","0.1147","124","124","124","0.0864","0.0864","0.0864","","","","","","","","","","","","","","","","","","","","","","","",""
"16.52","56","56","56","0.2993","0.2993","0.2993","56","56","56","0.3005","0.3005","0.3005","","","","","","","56","56","56","0.3121","0.3121","0.3121","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","0.2796","0.2796","0.2796","56","56","56","0.2679","0.2679","0.2679","","","","","",""
"16.58","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","0.2397","0.2397","0.2397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","125","125","0.0807","0.0807","0.0807","125","125","125","0.1067","0.1067","0.1067","","","","","","","","","","","","","","","","","","","","","","","",""
"16.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","126","126","0.0861","0.0861","0.0861","126","126","126","0.0698","0.0698","0.0698","","","","","","","","","","","","","","","","","","","","","","","",""
"16.81","","","","","","","","","","","","","31","31","31","0.2811","0.2811","0.2811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16.87","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","0.2189","0.2189","0.2189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16.92","57","57","57","0.291","0.291","0.291","57","57","57","0.2914","0.2914","0.2914","","","","","","","57","57","57","0.2933","0.2933","0.2933","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","0.27","0.27","0.27","57","57","57","0.289","0.289","0.289","","","","","",""
"16.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","127","127","0.1096","0.1096","0.1096","127","127","127","0.0901","0.0901","0.0901","","","","","","","","","","","","","","","","","","","","","","","",""
"17.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","129","129","0.0938","0.0938","0.0938","129","129","129","0.0783","0.0783","0.0783","","","","","","","","","","","","","","","","","","","","","","","",""
"17.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","0.3752","0.3752","0.3752"
"17.16","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","0.2294","0.2294","0.2294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","0.3203","0.3203","0.3203","","","","","","","","","","","","","","","","","",""
"17.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","130","130","0.0827","0.0827","0.0827","130","130","130","0.054","0.054","0.054","","","","","","","","","","","","","","","","","","","","","","","",""
"17.32","59","59","59","0.3006","0.3006","0.3006","59","59","59","0.3057","0.3057","0.3057","","","","","","","59","59","59","0.2752","0.2752","0.2752","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","0.268","0.268","0.268","59","59","59","0.2859","0.2859","0.2859","","","","","",""
"17.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","131","131","0.0749","0.0749","0.0749","131","131","131","0.0817","0.0817","0.0817","","","","","","","","","","","","","","","","","","","","","","","",""
"17.45","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","0.2168","0.2168","0.2168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","132","132","0.0805","0.0805","0.0805","132","132","132","0.0745","0.0745","0.0745","","","","","","","","","","","","","","","","","","","","","","","",""
"17.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","0.0923","0.0923","0.0923","133","133","133","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","",""
"17.73","60","60","60","0.3006","0.3006","0.3006","60","60","60","0.304","0.304","0.304","","","","","","","60","60","60","0.2977","0.2977","0.2977","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","0.2862","0.2862","0.2862","60","60","60","0.2575","0.2575","0.2575","","","","","",""
"17.74","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","0.2177","0.2177","0.2177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","134","134","0.0855","0.0855","0.0855","134","134","134","0.067","0.067","0.067","","","","","","","","","","","","","","","","","","","","","","","",""
"17.86","","","","","","","","","","","","","33","33","33","0.2864","0.2864","0.2864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","135","135","0.0633","0.0633","0.0633","135","135","135","0.074","0.074","0.074","","","","","","","","","","","","","","","","","","","","","","","",""
"18.03","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","0.235","0.235","0.235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18.13","62","62","62","0.307","0.307","0.307","62","62","62","0.3038","0.3038","0.3038","","","","","","","62","62","62","0.2938","0.2938","0.2938","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","0.2756","0.2756","0.2756","62","62","62","0.3026","0.3026","0.3026","","","","","",""
"18.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137","137","137","0.096","0.096","0.096","137","137","137","0.0562","0.0562","0.0562","","","","","","","","","","","","","","","","","","","","","","","",""
"18.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","138","138","0.0376","0.0376","0.0376","138","138","138","0.0353","0.0353","0.0353","","","","","","","","","","","","","","","","","","","","","","","",""
"18.32","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","0.2224","0.2224","0.2224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","0.0433","0.0433","0.0433","139","139","139","0.0533","0.0533","0.0533","","","","","","","","","","","","","","","","","","","","","","","",""
"18.53","63","63","63","0.2884","0.2884","0.2884","63","63","63","0.3019","0.3019","0.3019","","","","","","","63","63","63","0.3009","0.3009","0.3009","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","0.2696","0.2696","0.2696","63","63","63","0.2792","0.2792","0.2792","","","","","",""
"18.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","0.0809","0.0809","0.0809","140","140","140","0.0672","0.0672","0.0672","","","","","","","","","","","","","","","","","","","","","","","",""
"18.62","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","0.233","0.233","0.233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","0.0795","0.0795","0.0795","141","141","141","0.0608","0.0608","0.0608","29","29","29","0.3099","0.3099","0.3099","","","","","","","","","","","","","","","","","",""
"18.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","0.0927","0.0927","0.0927","142","142","142","0.0587","0.0587","0.0587","","","","","","","","","","","","","","","","","","","","","","","",""
"18.91","","","","","","","","","","","","","35","35","35","0.2835","0.2835","0.2835","","","","","","","82","82","82","0.2334","0.2334","0.2334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18.94","64","64","64","0.309","0.309","0.309","64","64","64","0.2924","0.2924","0.2924","","","","","","","64","64","64","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","0.2652","0.2652","0.2652","64","64","64","0.2617","0.2617","0.2617","","","","","",""
"19.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","0.0482","0.0482","0.0482","144","144","144","0.0604","0.0604","0.0604","","","","","","","","","","","","","","","","","","","","","","","",""
"19.2","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","0.2249","0.2249","0.2249","145","145","145","0.0473","0.0473","0.0473","145","145","145","0.045","0.045","0.045","","","","","","","","","","","","","","","","","","","","","","","",""
"19.34","66","66","66","0.307","0.307","0.307","66","66","66","0.2931","0.2931","0.2931","","","","","","","66","66","66","0.3035","0.3035","0.3035","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","0.2817","0.2817","0.2817","66","66","66","0.2618","0.2618","0.2618","","","","","",""
"19.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","0.0871","0.0871","0.0871","146","146","146","0.0435","0.0435","0.0435","","","","","","","","","","","","","","","","","","","","","","","",""
"19.49","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","0.2263","0.2263","0.2263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","0.0711","0.0711","0.0711","147","147","147","0.0745","0.0745","0.0745","","","","","","","","","","","","","","","","","","","","","","","",""
"19.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","148","148","0.0374","0.0374","0.0374","148","148","148","0.0513","0.0513","0.0513","","","","","","","","","","","","","","","","","","","","","","","",""
"19.74","67","67","67","0.2987","0.2987","0.2987","67","67","67","0.3259","0.3259","0.3259","","","","","","","67","67","67","0.2879","0.2879","0.2879","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","0.2699","0.2699","0.2699","67","67","67","0.2799","0.2799","0.2799","","","","","",""
"19.78","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","0.2077","0.2077","0.2077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","0.0598","0.0598","0.0598","149","149","149","0.0472","0.0472","0.0472","","","","","","","","","","","","","","","","","","","","","","","",""
"19.96","","","","","","","","","","","","","37","37","37","0.2818","0.2818","0.2818","","","","","","","","","","","","","150","150","150","0.0448","0.0448","0.0448","150","150","150","0.033","0.033","0.033","","","","","","","","","","","","","","","","","","","","","","","",""
"20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","0.3599","0.3599","0.3599"
